"statefips","countyfips","countyns10","geoid10","name","namelsad10","boundingbox","corner_sw","corner_nw","corner_ne","corner_se","corner_wtf","extentn","extents","extente","extentw"
"15","009","00365283","15009","Maui","Maui County","POLYGON((-157.366549 20.45293,-157.366549 21.280347,-155.926785 21.280347,-155.926785 20.45293,-157.366549 20.45293))","20.45293,-157.366549","21.280347,-157.366549","21.280347,-155.926785","20.45293,-155.926785","20.45293,-157.366549","21.280347","20.45293","-155.926785","-157.366549"
"16","001","00395066","16001","Ada","Ada County","POLYGON((-116.514055 43.112238,-116.514055 43.80747,-115.974239 43.80747,-115.974239 43.112238,-116.514055 43.112238))","43.112238,-116.514055","43.80747,-116.514055","43.80747,-115.974239","43.112238,-115.974239","43.112238,-116.514055","43.80747","43.112238","-115.974239","-116.514055"
"16","003","00395067","16003","Adams","Adams County","POLYGON((-116.899711 44.443849,-116.899711 45.268127,-116.089308 45.268127,-116.089308 44.443849,-116.899711 44.443849))","44.443849,-116.899711","45.268127,-116.899711","45.268127,-116.089308","44.443849,-116.089308","44.443849,-116.899711","45.268127","44.443849","-116.089308","-116.899711"
"16","005","00395091","16005","Bannock","Bannock County","POLYGON((-112.752244 42.256571,-112.752244 43.022379,-111.875428 43.022379,-111.875428 42.256571,-112.752244 42.256571))","42.256571,-112.752244","43.022379,-112.752244","43.022379,-111.875428","42.256571,-111.875428","42.256571,-112.752244","43.022379","42.256571","-111.875428","-112.752244"
"16","007","00395090","16007","Bear Lake","Bear Lake County","POLYGON((-111.634939 41.999518,-111.634939 42.603115,-111.046689 42.603115,-111.046689 41.999518,-111.634939 41.999518))","41.999518,-111.634939","42.603115,-111.634939","42.603115,-111.046689","41.999518,-111.046689","41.999518,-111.634939","42.603115","41.999518","-111.046689","-111.634939"
"16","009","00395190","16009","Benewah","Benewah County","POLYGON((-117.040019 47.022039,-117.040019 47.414662,-116.32896 47.414662,-116.32896 47.022039,-117.040019 47.022039))","47.022039,-117.040019","47.414662,-117.040019","47.414662,-116.32896","47.022039,-116.32896","47.022039,-117.040019","47.414662","47.022039","-116.32896","-117.040019"
"16","011","00400593","16011","Bingham","Bingham County","POLYGON((-113.007995 42.86303,-113.007995 43.626785,-111.587795 43.626785,-111.587795 42.86303,-113.007995 42.86303))","42.86303,-113.007995","43.626785,-113.007995","43.626785,-111.587795","42.86303,-111.587795","42.86303,-113.007995","43.626785","42.86303","-111.587795","-113.007995"
"16","013","00395696","16013","Blaine","Blaine County","POLYGON((-114.996569 42.615875,-114.996569 43.992978,-113.007282 43.992978,-113.007282 42.615875,-114.996569 42.615875))","42.615875,-114.996569","43.992978,-114.996569","43.992978,-113.007282","42.615875,-113.007282","42.615875,-114.996569","43.992978","42.615875","-113.007282","-114.996569"
"16","015","00395157","16015","Boise","Boise County","POLYGON((-116.281687 43.585806,-116.281687 44.351497,-114.967224 44.351497,-114.967224 43.585806,-116.281687 43.585806))","43.585806,-116.281687","44.351497,-116.281687","44.351497,-114.967224","43.585806,-114.967224","43.585806,-116.281687","44.351497","43.585806","-114.967224","-116.281687"
"16","017","00395158","16017","Bonner","Bonner County","POLYGON((-117.042247 47.890071,-117.042247 48.847428,-116.048739 48.847428,-116.048739 47.890071,-117.042247 47.890071))","47.890071,-117.042247","48.847428,-117.042247","48.847428,-116.048739","47.890071,-116.048739","47.890071,-117.042247","48.847428","47.890071","-116.048739","-117.042247"
"16","019","00395407","16019","Bonneville","Bonneville County","POLYGON((-112.520329 43.019284,-112.520329 43.627327,-111.043937 43.627327,-111.043937 43.019284,-112.520329 43.019284))","43.019284,-112.520329","43.627327,-112.520329","43.627327,-111.043937","43.019284,-111.043937","43.019284,-112.520329","43.627327","43.019284","-111.043937","-112.520329"
"16","021","00395159","16021","Boundary","Boundary County","POLYGON((-117.032442 48.50009,-117.032442 49.001146,-116.048898 49.001146,-116.048898 48.50009,-117.032442 48.50009))","48.50009,-117.032442","49.001146,-117.032442","49.001146,-116.048898","48.50009,-116.048898","48.50009,-117.032442","49.001146","48.50009","-116.048898","-117.032442"
"16","023","00401703","16023","Butte","Butte County","POLYGON((-113.798031 43.284577,-113.798031 44.234156,-112.69493 44.234156,-112.69493 43.284577,-113.798031 43.284577))","43.284577,-113.798031","44.234156,-113.798031","44.234156,-112.69493","43.284577,-112.69493","43.284577,-113.798031","44.234156","43.284577","-112.69493","-113.798031"
"16","025","00399408","16025","Camas","Camas County","POLYGON((-115.086809 43.197699,-115.086809 43.858611,-114.374579 43.858611,-114.374579 43.197699,-115.086809 43.197699))","43.197699,-115.086809","43.858611,-115.086809","43.858611,-114.374579","43.197699,-114.374579","43.197699,-115.086809","43.858611","43.197699","-114.374579","-115.086809"
"16","027","00399406","16027","Canyon","Canyon County","POLYGON((-117.032578 43.290253,-117.032578 43.880237,-116.473393 43.880237,-116.473393 43.290253,-117.032578 43.290253))","43.290253,-117.032578","43.880237,-117.032578","43.880237,-116.473393","43.290253,-116.473393","43.290253,-117.032578","43.880237","43.290253","-116.473393","-117.032578"
"16","029","00395406","16029","Caribou","Caribou County","POLYGON((-112.149807 42.415818,-112.149807 43.022384,-111.043495 43.022384,-111.043495 42.415818,-112.149807 42.415818))","42.415818,-112.149807","43.022384,-112.149807","43.022384,-111.043495","42.415818,-111.043495","42.415818,-112.149807","43.022384","42.415818","-111.043495","-112.149807"
"16","031","00395698","16031","Cassia","Cassia County","POLYGON((-114.286683 41.988005,-114.286683 42.687887,-113.000728 42.687887,-113.000728 41.988005,-114.286683 41.988005))","41.988005,-114.286683","42.687887,-114.286683","42.687887,-113.000728","41.988005,-113.000728","41.988005,-114.286683","42.687887","41.988005","-113.000728","-114.286683"
"16","033","00399755","16033","Clark","Clark County","POLYGON((-112.995402 43.97194,-112.995402 44.571631,-111.617074 44.571631,-111.617074 43.97194,-112.995402 43.97194))","43.97194,-112.995402","44.571631,-112.995402","44.571631,-111.617074","43.97194,-111.617074","43.97194,-112.995402","44.571631","43.97194","-111.617074","-112.995402"
"16","035","00395697","16035","Clearwater","Clearwater County","POLYGON((-116.455893 46.265718,-116.455893 46.934605,-114.594714 46.934605,-114.594714 46.265718,-116.455893 46.265718))","46.265718,-116.455893","46.934605,-116.455893","46.934605,-114.594714","46.265718,-114.594714","46.265718,-116.455893","46.934605","46.265718","-114.594714","-116.455893"
"16","037","00399758","16037","Custer","Custer County","POLYGON((-115.305042 43.568818,-115.305042 44.879122,-113.320672 44.879122,-113.320672 43.568818,-115.305042 43.568818))","43.568818,-115.305042","44.879122,-115.305042","44.879122,-113.320672","43.568818,-113.320672","43.568818,-115.305042","44.879122","43.568818","-113.320672","-115.305042"
"16","039","00400252","16039","Elmore","Elmore County","POLYGON((-116.267466 42.76771,-116.267466 44.098685,-114.971258 44.098685,-114.971258 42.76771,-116.267466 42.76771))","42.76771,-116.267466","44.098685,-116.267466","44.098685,-114.971258","42.76771,-114.971258","42.76771,-116.267466","44.098685","42.76771","-114.971258","-116.267466"
"16","041","00395585","16041","Franklin","Franklin County","POLYGON((-112.126286 41.997598,-112.126286 42.430589,-111.507264 42.430589,-111.507264 41.997598,-112.126286 41.997598))","41.997598,-112.126286","42.430589,-112.126286","42.430589,-111.507264","41.997598,-111.507264","41.997598,-112.126286","42.430589","41.997598","-111.507264","-112.126286"
"16","043","00395408","16043","Fremont","Fremont County","POLYGON((-112.15637 43.883206,-112.15637 44.755136,-111.047044 44.755136,-111.047044 43.883206,-112.15637 43.883206))","43.883206,-112.15637","44.755136,-112.15637","44.755136,-111.047044","43.883206,-111.047044","43.883206,-112.15637","44.755136","43.883206","-111.047044","-112.15637"
"16","045","00395442","16045","Gem","Gem County","POLYGON((-116.712757 43.806856,-116.712757 44.504452,-116.152171 44.504452,-116.152171 43.806856,-116.712757 43.806856))","43.806856,-116.712757","44.504452,-116.712757","44.504452,-116.152171","43.806856,-116.152171","43.806856,-116.712757","44.504452","43.806856","-116.152171","-116.712757"
"16","047","00395441","16047","Gooding","Gooding County","POLYGON((-115.086938 42.649367,-115.086938 43.198436,-114.594107 43.198436,-114.594107 42.649367,-115.086938 42.649367))","42.649367,-115.086938","43.198436,-115.086938","43.198436,-114.594107","42.649367,-114.594107","42.649367,-115.086938","43.198436","42.649367","-114.594107","-115.086938"
"16","049","00395699","16049","Idaho","Idaho County","POLYGON((-116.794562 45.107567,-116.794562 46.671061,-114.320252 46.671061,-114.320252 45.107567,-116.794562 45.107567))","45.107567,-116.794562","46.671061,-116.794562","46.671061,-114.320252","45.107567,-114.320252","45.107567,-116.794562","46.671061","45.107567","-114.320252","-116.794562"
"16","051","00399751","16051","Jefferson","Jefferson County","POLYGON((-112.697408 43.623011,-112.697408 44.058454,-111.626138 44.058454,-111.626138 43.623011,-112.697408 43.623011))","43.623011,-112.697408","44.058454,-112.697408","44.058454,-111.626138","43.623011,-111.626138","43.623011,-112.697408","44.058454","43.623011","-111.626138","-112.697408"
"16","053","00395662","16053","Jerome","Jerome County","POLYGON((-114.6174 42.494975,-114.6174 42.851121,-113.931799 42.851121,-113.931799 42.494975,-114.6174 42.494975))","42.494975,-114.6174","42.851121,-114.6174","42.851121,-113.931799","42.494975,-113.931799","42.494975,-114.6174","42.851121","42.494975","-113.931799","-114.6174"
"16","055","00395661","16055","Kootenai","Kootenai County","POLYGON((-117.042657 47.36592,-117.042657 47.991628,-116.322779 47.991628,-116.322779 47.36592,-117.042657 47.36592))","47.36592,-117.042657","47.991628,-117.042657","47.991628,-116.322779","47.36592,-116.322779","47.36592,-117.042657","47.991628","47.36592","-116.322779","-117.042657"
"16","057","00395613","16057","Latah","Latah County","POLYGON((-117.03995 46.541785,-117.03995 47.130783,-116.329279 47.130783,-116.329279 46.541785,-117.03995 46.541785))","46.541785,-117.03995","47.130783,-117.03995","47.130783,-116.329279","46.541785,-116.329279","46.541785,-117.03995","47.130783","46.541785","-116.329279","-117.03995"
"16","059","00399754","16059","Lemhi","Lemhi County","POLYGON((-114.820115 44.230234,-114.820115 45.705882,-112.813606 45.705882,-112.813606 44.230234,-114.820115 44.230234))","44.230234,-114.820115","45.705882,-114.820115","45.705882,-112.813606","44.230234,-112.813606","44.230234,-114.820115","45.705882","44.230234","-112.813606","-114.820115"
"16","061","00395622","16061","Lewis","Lewis County","POLYGON((-116.713724 45.991577,-116.713724 46.469245,-116.012665 46.469245,-116.012665 45.991577,-116.713724 45.991577))","45.991577,-116.713724","46.469245,-116.713724","46.469245,-116.012665","45.991577,-116.012665","45.991577,-116.713724","46.469245","45.991577","-116.012665","-116.713724"
"16","063","00395624","16063","Lincoln","Lincoln County","POLYGON((-114.5948 42.764206,-114.5948 43.200347,-113.713526 43.200347,-113.713526 42.764206,-114.5948 42.764206))","42.764206,-114.5948","43.200347,-114.5948","43.200347,-113.713526","42.764206,-113.713526","42.764206,-114.5948","43.200347","42.764206","-113.713526","-114.5948"
"16","065","00394803","16065","Madison","Madison County","POLYGON((-111.983385 43.621905,-111.983385 43.930213,-111.398713 43.930213,-111.398713 43.621905,-111.983385 43.621905))","43.621905,-111.983385","43.930213,-111.983385","43.930213,-111.398713","43.621905,-111.398713","43.621905,-111.983385","43.930213","43.621905","-111.398713","-111.983385"
"16","067","00394807","16067","Minidoka","Minidoka County","POLYGON((-113.932904 42.518744,-113.932904 43.200101,-113.413026 43.200101,-113.413026 42.518744,-113.932904 42.518744))","42.518744,-113.932904","43.200101,-113.932904","43.200101,-113.413026","42.518744,-113.413026","42.518744,-113.932904","43.200101","42.518744","-113.413026","-113.932904"
"16","069","00399394","16069","Nez Perce","Nez Perce County","POLYGON((-117.062811 45.855206,-117.062811 46.630813,-116.360194 46.630813,-116.360194 45.855206,-117.062811 45.855206))","45.855206,-117.062811","46.630813,-117.062811","46.630813,-116.360194","45.855206,-116.360194","45.855206,-117.062811","46.630813","45.855206","-116.360194","-117.062811"
"16","071","00399759","16071","Oneida","Oneida County","POLYGON((-113.000834 41.996568,-113.000834 42.503046,-112.070542 42.503046,-112.070542 41.996568,-113.000834 41.996568))","41.996568,-113.000834","42.503046,-113.000834","42.503046,-112.070542","41.996568,-112.070542","41.996568,-113.000834","42.503046","41.996568","-112.070542","-113.000834"
"16","073","00399760","16073","Owyhee","Owyhee County","POLYGON((-117.027014 41.996011,-117.027014 43.680863,-115.03731 43.680863,-115.03731 41.996011,-117.027014 41.996011))","41.996011,-117.027014","43.680863,-117.027014","43.680863,-115.03731","41.996011,-115.03731","41.996011,-117.027014","43.680863","41.996011","-115.03731","-117.027014"
"16","075","00394896","16075","Payette","Payette County","POLYGON((-116.983857 43.7926,-116.983857 44.152623,-116.452012 44.152623,-116.452012 43.7926,-116.983857 43.7926))","43.7926,-116.983857","44.152623,-116.983857","44.152623,-116.452012","43.7926,-116.452012","43.7926,-116.983857","44.152623","43.7926","-116.452012","-116.983857"
"16","077","00394951","16077","Power","Power County","POLYGON((-113.243846 42.327384,-113.243846 43.111109,-112.379531 43.111109,-112.379531 42.327384,-113.243846 42.327384))","42.327384,-113.243846","43.111109,-113.243846","43.111109,-112.379531","42.327384,-112.379531","42.327384,-113.243846","43.111109","42.327384","-112.379531","-113.243846"
"16","079","01702379","16079","Shoshone","Shoshone County","POLYGON((-116.330287 46.932814,-116.330287 48.069597,-114.958715 48.069597,-114.958715 46.932814,-116.330287 46.932814))","46.932814,-116.330287","48.069597,-116.330287","48.069597,-114.958715","46.932814,-114.958715","46.932814,-116.330287","48.069597","46.932814","-114.958715","-116.330287"
"16","081","00399297","16081","Teton","Teton County","POLYGON((-111.400985 43.501135,-111.400985 43.98429,-111.045474 43.98429,-111.045474 43.501135,-111.400985 43.501135))","43.501135,-111.400985","43.98429,-111.400985","43.98429,-111.045474","43.501135,-111.045474","43.501135,-111.400985","43.98429","43.501135","-111.045474","-111.400985"
"16","083","00399334","16083","Twin Falls","Twin Falls County","POLYGON((-115.038425 41.994214,-115.038425 42.918338,-114.00065 42.918338,-114.00065 41.994214,-115.038425 41.994214))","41.994214,-115.038425","42.918338,-115.038425","42.918338,-114.00065","41.994214,-114.00065","41.994214,-115.038425","42.918338","41.994214","-114.00065","-115.038425"
"16","085","00399756","16085","Valley","Valley County","POLYGON((-116.213049 44.147641,-116.213049 45.219699,-114.694126 45.219699,-114.694126 44.147641,-116.213049 44.147641))","44.147641,-116.213049","45.219699,-116.213049","45.219699,-114.694126","44.147641,-114.694126","44.147641,-116.213049","45.219699","44.147641","-114.694126","-116.213049"
"16","087","00399757","16087","Washington","Washington County","POLYGON((-117.243027 44.151066,-117.243027 44.840609,-116.299552 44.840609,-116.299552 44.151066,-117.243027 44.151066))","44.151066,-117.243027","44.840609,-117.243027","44.840609,-116.299552","44.151066,-116.299552","44.151066,-117.243027","44.840609","44.151066","-116.299552","-117.243027"
"17","001","00424202","17001","Adams","Adams County","POLYGON((-91.513079 39.756836,-91.513079 40.200486,-90.911969 40.200486,-90.911969 39.756836,-91.513079 39.756836))","39.756836,-91.513079","40.200486,-91.513079","40.200486,-90.911969","39.756836,-90.911969","39.756836,-91.513079","40.200486","39.756836","-90.911969","-91.513079"
"17","003","00424203","17003","Alexander","Alexander County","POLYGON((-89.518477 36.970298,-89.518477 37.335275,-89.132915 37.335275,-89.132915 36.970298,-89.518477 36.970298))","36.970298,-89.518477","37.335275,-89.518477","37.335275,-89.132915","36.970298,-89.132915","36.970298,-89.518477","37.335275","36.970298","-89.132915","-89.518477"
